TOPASK RESULTS,,,,,,,
361,TN: 312 Top: Verb:sure,TN: 309 Top: Verb:sure,TN: 306 Top: Verb:sure,TN: 307 Top: Verb:sure,TN: 307 Top: Verb:sure,TN: 309 Top: Verb:sure,TN: 309 Top: Verb:sure
362,TN: 313 Top: Verb:receive,TN: 310 Top: Verb:receive,FP: 12 Top:X Verb:receive,FP: 11 Top:X Verb:receive,FP: 11 Top:X Verb:receive,TN: 310 Top: Verb:receive,TN: 310 Top: Verb:receive
363,TN: 314 Top: Verb:keep,TN: 311 Top: Verb:keep,TN: 307 Top: Verb:keep,TN: 308 Top: Verb:keep,TN: 308 Top: Verb:keep,TN: 311 Top: Verb:keep,TN: 311 Top: Verb:keep
364,FP: 6 Top:X Verb:provide,TN: 312 Top: Verb:provide,FP: 13 Top:X Verb:provide,FP: 12 Top:X Verb:provide,FP: 12 Top:X Verb:provide,TN: 312 Top: Verb:provide,TN: 312 Top: Verb:provide
365,TN: 315 Top: Verb:disclose,TN: 313 Top: Verb:disclose,TN: 308 Top: Verb:disclose,TN: 309 Top: Verb:disclose,TN: 309 Top: Verb:disclose,TN: 313 Top: Verb:disclose,TN: 313 Top: Verb:disclose
366,TN: 316 Top: Verb:is,TN: 314 Top: Verb:is,TN: 309 Top: Verb:is,TN: 310 Top: Verb:is,TN: 310 Top: Verb:is,TN: 314 Top: Verb:is,TN: 314 Top: Verb:is
367,TN: 317 Top: Verb:hear,TN: 315 Top: Verb:hear,TN: 310 Top: Verb:hear,TN: 311 Top: Verb:hear,TN: 311 Top: Verb:hear,TN: 315 Top: Verb:hear,TN: 315 Top: Verb:hear
368,TN: 318 Top: Verb:am,TN: 316 Top: Verb:am,TN: 311 Top: Verb:am,TN: 312 Top: Verb:am,TN: 312 Top: Verb:am,TN: 316 Top: Verb:am,TN: 316 Top: Verb:am
369,FN: 42 Top: Verb:reply,FN: 37 Top: Verb:reply,FN: 33 Top: Verb:reply,FN: 34 Top: Verb:reply,FN: 34 Top: Verb:reply,TP: 15 Top:X Verb:reply,TP: 16 Top:X Verb:reply
370,TN: 319 Top: Verb:name,TN: 317 Top: Verb:name,TN: 312 Top: Verb:name,TN: 313 Top: Verb:name,TN: 313 Top: Verb:name,TN: 317 Top: Verb:name,TN: 317 Top: Verb:name
371,TN: 320 Top: Verb:address,TN: 318 Top: Verb:address,TN: 313 Top: Verb:address,TN: 314 Top: Verb:address,TN: 314 Top: Verb:address,TN: 318 Top: Verb:address,TN: 318 Top: Verb:address
372,TN: 321 Top: Verb:country,TN: 319 Top: Verb:country,TN: 314 Top: Verb:country,TN: 315 Top: Verb:country,TN: 315 Top: Verb:country,TN: 319 Top: Verb:country,TN: 319 Top: Verb:country
373,TN: 322 Top: Verb:city,TN: 320 Top: Verb:city,TN: 315 Top: Verb:city,TN: 316 Top: Verb:city,TN: 316 Top: Verb:city,TN: 320 Top: Verb:city,TN: 320 Top: Verb:city
374,TN: 323 Top: Verb:telephone,TN: 321 Top: Verb:telephone,TN: 316 Top: Verb:telephone,TN: 317 Top: Verb:telephone,TN: 317 Top: Verb:telephone,TN: 321 Top: Verb:telephone,TN: 321 Top: Verb:telephone
375,TN: 324 Top: Verb:occupation,TN: 322 Top: Verb:occupation,TN: 317 Top: Verb:occupation,TN: 318 Top: Verb:occupation,TN: 318 Top: Verb:occupation,TN: 322 Top: Verb:occupation,TN: 322 Top: Verb:occupation
376,TN: 325 Top: Verb:age,TN: 323 Top: Verb:age,TN: 318 Top: Verb:age,TN: 319 Top: Verb:age,TN: 319 Top: Verb:age,TN: 323 Top: Verb:age,TN: 323 Top: Verb:age
377,TN: 326 Top: Verb:sex,TN: 324 Top: Verb:sex,TN: 319 Top: Verb:sex,TN: 320 Top: Verb:sex,TN: 320 Top: Verb:sex,TN: 324 Top: Verb:sex,TN: 324 Top: Verb:sex
378,FN: 43 Top: Verb:expect,FN: 38 Top: Verb:expect,FN: 34 Top: Verb:expect,FN: 35 Top: Verb:expect,FN: 35 Top: Verb:expect,FN: 31 Top: Verb:expect,FN: 30 Top: Verb:expect
379,TN: 327 Top: Verb:is,TN: 325 Top: Verb:is,TN: 320 Top: Verb:is,TN: 321 Top: Verb:is,TN: 321 Top: Verb:is,TN: 325 Top: Verb:is,TN: 325 Top: Verb:is
380,TN: 328 Top: Verb:yours,TN: 326 Top: Verb:yours,TN: 321 Top: Verb:yours,TN: 322 Top: Verb:yours,TN: 322 Top: Verb:yours,TN: 326 Top: Verb:yours,TN: 326 Top: Verb:yours
381,TN: 329 Top: Verb:vqex7,TN: 327 Top: Verb:vqex7,TN: 322 Top: Verb:vqex7,TN: 323 Top: Verb:vqex7,TN: 323 Top: Verb:vqex7,TN: 327 Top: Verb:vqex7,TN: 327 Top: Verb:vqex7
382,TN: 330 Top: Verb:have,TN: 328 Top: Verb:have,TN: 323 Top: Verb:have,TN: 324 Top: Verb:have,TN: 324 Top: Verb:have,TN: 328 Top: Verb:have,TN: 328 Top: Verb:have
383,TN: 331 Top: Verb:vqex7,TN: 329 Top: Verb:vqex7,TN: 324 Top: Verb:vqex7,TN: 325 Top: Verb:vqex7,TN: 325 Top: Verb:vqex7,TN: 329 Top: Verb:vqex7,TN: 329 Top: Verb:vqex7
384,TN: 332 Top: Verb:businessmen,TN: 330 Top: Verb:businessmen,TN: 325 Top: Verb:businessmen,TN: 326 Top: Verb:businessmen,TN: 326 Top: Verb:businessmen,TN: 330 Top: Verb:businessmen,TN: 330 Top: Verb:businessmen
385,TN: 333 Top: Verb:vqex7,TN: 331 Top: Verb:vqex7,TN: 326 Top: Verb:vqex7,TN: 327 Top: Verb:vqex7,TN: 327 Top: Verb:vqex7,TN: 331 Top: Verb:vqex7,TN: 331 Top: Verb:vqex7
386,TN: 334 Top: Verb:contacts,TN: 332 Top: Verb:contacts,TN: 327 Top: Verb:contacts,TN: 328 Top: Verb:contacts,TN: 328 Top: Verb:contacts,TN: 332 Top: Verb:contacts,TN: 332 Top: Verb:contacts
387,TN: 335 Top: Verb:vqex7,TN: 333 Top: Verb:vqex7,TN: 328 Top: Verb:vqex7,TN: 329 Top: Verb:vqex7,TN: 329 Top: Verb:vqex7,TN: 333 Top: Verb:vqex7,TN: 333 Top: Verb:vqex7
388,FN: 44 Top: Verb:send,TP: 9 Top:X Verb:send,TP: 13 Top:X Verb:send,TP: 12 Top:X Verb:send,TP: 12 Top:X Verb:send,TP: 16 Top:X Verb:send,TP: 17 Top:X Verb:send
389,TN: 336 Top: Verb:colleague,TN: 334 Top: Verb:colleague,TN: 329 Top: Verb:colleague,TN: 330 Top: Verb:colleague,TN: 330 Top: Verb:colleague,TN: 334 Top: Verb:colleague,TN: 334 Top: Verb:colleague
390,TN: 337 Top: Verb:conducting,TN: 335 Top: Verb:conducting,TN: 330 Top: Verb:conducting,TN: 331 Top: Verb:conducting,TN: 331 Top: Verb:conducting,TN: 335 Top: Verb:conducting,TN: 335 Top: Verb:conducting
391,TN: 338 Top: Verb:is,TN: 336 Top: Verb:is,TN: 331 Top: Verb:is,TN: 332 Top: Verb:is,TN: 332 Top: Verb:is,TN: 336 Top: Verb:is,TN: 336 Top: Verb:is
392,TN: 339 Top: Verb:entered,TN: 337 Top: Verb:entered,TN: 332 Top: Verb:entered,TN: 333 Top: Verb:entered,TN: 333 Top: Verb:entered,TN: 337 Top: Verb:entered,TN: 337 Top: Verb:entered
393,TN: 340 Top: Verb:be,TN: 338 Top: Verb:be,TN: 333 Top: Verb:be,TN: 334 Top: Verb:be,TN: 334 Top: Verb:be,TN: 338 Top: Verb:be,TN: 338 Top: Verb:be
394,TN: 341 Top: Verb:win,TN: 339 Top: Verb:win,TN: 334 Top: Verb:win,TN: 335 Top: Verb:win,TN: 335 Top: Verb:win,TN: 339 Top: Verb:win,TN: 339 Top: Verb:win
395,TN: 342 Top: Verb:appreciate,TN: 340 Top: Verb:appreciate,TN: 335 Top: Verb:appreciate,TN: 336 Top: Verb:appreciate,TN: 336 Top: Verb:appreciate,TN: 340 Top: Verb:appreciate,TN: 340 Top: Verb:appreciate
396,FN: 45 Top: Verb:contribute,FN: 39 Top: Verb:contribute,FN: 35 Top: Verb:contribute,FN: 36 Top: Verb:contribute,FN: 36 Top: Verb:contribute,FN: 32 Top: Verb:contribute,FN: 31 Top: Verb:contribute
397,TN: 343 Top: Verb:thank,TN: 341 Top: Verb:thank,TN: 336 Top: Verb:thank,TN: 337 Top: Verb:thank,TN: 337 Top: Verb:thank,TN: 341 Top: Verb:thank,TN: 341 Top: Verb:thank
398,TN: 344 Top: Verb:aiFuture.com,TN: 342 Top: Verb:aiFuture.com,TN: 337 Top: Verb:aiFuture.com,TN: 338 Top: Verb:aiFuture.com,TN: 338 Top: Verb:aiFuture.com,TN: 342 Top: Verb:aiFuture.com,TN: 342 Top: Verb:aiFuture.com
399,TN: 345 Top: Verb:avenue,TN: 343 Top: Verb:avenue,TN: 338 Top: Verb:avenue,TN: 339 Top: Verb:avenue,TN: 339 Top: Verb:avenue,TN: 343 Top: Verb:avenue,TN: 343 Top: Verb:avenue
400,FN: 46 Top: Verb:fax,FN: 40 Top: Verb:fax,FN: 36 Top: Verb:fax,FN: 37 Top: Verb:fax,FN: 37 Top: Verb:fax,FN: 33 Top: Verb:fax,FN: 32 Top: Verb:fax
401,TN: 346 Top: Verb:is,TN: 344 Top: Verb:is,TN: 339 Top: Verb:is,TN: 340 Top: Verb:is,TN: 340 Top: Verb:is,TN: 344 Top: Verb:is,TN: 344 Top: Verb:is
402,TN: 347 Top: Verb:being,TN: 345 Top: Verb:being,TN: 340 Top: Verb:being,TN: 341 Top: Verb:being,TN: 341 Top: Verb:being,TN: 345 Top: Verb:being,TN: 345 Top: Verb:being
403,TN: 348 Top: Verb:sent,FP: 9 Top:X Verb:sent,FP: 14 Top:X Verb:sent,TN: 342 Top: Verb:sent,TN: 342 Top: Verb:sent,TN: 346 Top: Verb:sent,TN: 346 Top: Verb:sent
404,TN: 349 Top: Verb:is,TN: 346 Top: Verb:is,TN: 341 Top: Verb:is,TN: 343 Top: Verb:is,TN: 343 Top: Verb:is,TN: 347 Top: Verb:is,TN: 347 Top: Verb:is
405,TN: 350 Top: Verb:interest,TN: 347 Top: Verb:interest,TN: 342 Top: Verb:interest,TN: 344 Top: Verb:interest,TN: 344 Top: Verb:interest,TN: 348 Top: Verb:interest,TN: 348 Top: Verb:interest
406,TN: 351 Top: Verb:please,TN: 348 Top: Verb:please,TN: 343 Top: Verb:please,TN: 345 Top: Verb:please,TN: 345 Top: Verb:please,TN: 349 Top: Verb:please,TN: 349 Top: Verb:please
407,TN: 352 Top: Verb:apologize,TN: 349 Top: Verb:apologize,TN: 344 Top: Verb:apologize,TN: 346 Top: Verb:apologize,TN: 346 Top: Verb:apologize,TN: 350 Top: Verb:apologize,TN: 350 Top: Verb:apologize
408,TN: 353 Top: Verb:is,TN: 350 Top: Verb:is,TN: 345 Top: Verb:is,TN: 347 Top: Verb:is,TN: 347 Top: Verb:is,TN: 351 Top: Verb:is,TN: 351 Top: Verb:is
409,TN: 354 Top: Verb:have,TN: 351 Top: Verb:have,TN: 346 Top: Verb:have,TN: 348 Top: Verb:have,TN: 348 Top: Verb:have,TN: 352 Top: Verb:have,TN: 352 Top: Verb:have
410,TN: 355 Top: Verb:caused,TN: 352 Top: Verb:caused,TN: 347 Top: Verb:caused,TN: 349 Top: Verb:caused,TN: 349 Top: Verb:caused,TN: 353 Top: Verb:caused,TN: 353 Top: Verb:caused
411,FN: 47 Top: Verb:go,FN: 41 Top: Verb:go,FN: 37 Top: Verb:go,FN: 38 Top: Verb:go,FN: 38 Top: Verb:go,FN: 34 Top: Verb:go,FN: 33 Top: Verb:go
412,TN: 356 Top: Verb:research,TN: 353 Top: Verb:research,TN: 348 Top: Verb:research,TN: 350 Top: Verb:research,TN: 350 Top: Verb:research,TN: 354 Top: Verb:research,TN: 354 Top: Verb:research
413,TN: 357 Top: Verb:meeting,TN: 354 Top: Verb:meeting,TN: 349 Top: Verb:meeting,TN: 351 Top: Verb:meeting,TN: 351 Top: Verb:meeting,TN: 355 Top: Verb:meeting,TN: 355 Top: Verb:meeting
414,TN: 358 Top: Verb:be,TN: 355 Top: Verb:be,TN: 350 Top: Verb:be,TN: 352 Top: Verb:be,TN: 352 Top: Verb:be,TN: 356 Top: Verb:be,TN: 356 Top: Verb:be
415,TN: 359 Top: Verb:minutes,TN: 356 Top: Verb:minutes,TN: 351 Top: Verb:minutes,TN: 353 Top: Verb:minutes,TN: 353 Top: Verb:minutes,TN: 357 Top: Verb:minutes,TN: 357 Top: Verb:minutes
416,TN: 360 Top: Verb:be,TN: 357 Top: Verb:be,TN: 352 Top: Verb:be,TN: 354 Top: Verb:be,TN: 354 Top: Verb:be,TN: 358 Top: Verb:be,TN: 358 Top: Verb:be
417,TN: 361 Top: Verb:please,TN: 358 Top: Verb:please,TN: 353 Top: Verb:please,TN: 355 Top: Verb:please,TN: 355 Top: Verb:please,TN: 359 Top: Verb:please,TN: 359 Top: Verb:please
418,FN: 48 Top: Verb:schedule,FN: 42 Top: Verb:schedule,FN: 38 Top: Verb:schedule,FN: 39 Top: Verb:schedule,FN: 39 Top: Verb:schedule,FN: 35 Top: Verb:schedule,FN: 34 Top: Verb:schedule
419,TN: 362 Top: Verb:thanks,TN: 359 Top: Verb:thanks,TN: 354 Top: Verb:thanks,TN: 356 Top: Verb:thanks,TN: 356 Top: Verb:thanks,TN: 360 Top: Verb:thanks,TN: 360 Top: Verb:thanks
420,TN: 363 Top: Verb:ready,TN: 360 Top: Verb:ready,TN: 355 Top: Verb:ready,TN: 357 Top: Verb:ready,TN: 357 Top: Verb:ready,TN: 361 Top: Verb:ready,TN: 361 Top: Verb:ready
421,TN: 364 Top: Verb:has,TN: 361 Top: Verb:has,TN: 356 Top: Verb:has,TN: 358 Top: Verb:has,TN: 358 Top: Verb:has,TN: 362 Top: Verb:has,TN: 362 Top: Verb:has
422,TN: 365 Top: Verb:found,TN: 362 Top: Verb:found,FP: 15 Top:X Verb:found,TN: 359 Top: Verb:found,TN: 359 Top: Verb:found,TN: 363 Top: Verb:found,TN: 363 Top: Verb:found
423,TN: 366 Top: Verb:is,TN: 363 Top: Verb:is,TN: 357 Top: Verb:is,TN: 360 Top: Verb:is,TN: 360 Top: Verb:is,TN: 364 Top: Verb:is,TN: 364 Top: Verb:is
424,TN: 367 Top: Verb:prescribed,TN: 364 Top: Verb:prescribed,TN: 358 Top: Verb:prescribed,TN: 361 Top: Verb:prescribed,TN: 361 Top: Verb:prescribed,TN: 365 Top: Verb:prescribed,TN: 365 Top: Verb:prescribed
425,TN: 368 Top: Verb:sleeping,TN: 365 Top: Verb:sleeping,TN: 359 Top: Verb:sleeping,TN: 362 Top: Verb:sleeping,TN: 362 Top: Verb:sleeping,TN: 366 Top: Verb:sleeping,TN: 366 Top: Verb:sleeping
426,FN: 49 Top: Verb:find,FN: 43 Top: Verb:find,TP: 14 Top:X Verb:find,TP: 13 Top:X Verb:find,TP: 13 Top:X Verb:find,TP: 17 Top:X Verb:find,TP: 18 Top:X Verb:find
427,FN: 50 Top: Verb:contact,FN: 44 Top: Verb:contact,FN: 39 Top: Verb:contact,FN: 40 Top: Verb:contact,FN: 40 Top: Verb:contact,FN: 36 Top: Verb:contact,FN: 35 Top: Verb:contact
428,TN: 369 Top: Verb:one,TN: 366 Top: Verb:one,TN: 360 Top: Verb:one,TN: 363 Top: Verb:one,TN: 363 Top: Verb:one,TN: 367 Top: Verb:one,TN: 367 Top: Verb:one
429,TN: 370 Top: Verb:three,TN: 367 Top: Verb:three,TN: 361 Top: Verb:three,TN: 364 Top: Verb:three,TN: 364 Top: Verb:three,TN: 368 Top: Verb:three,TN: 368 Top: Verb:three
430,TN: 371 Top: Verb:grand,TN: 368 Top: Verb:grand,TN: 362 Top: Verb:grand,TN: 365 Top: Verb:grand,TN: 365 Top: Verb:grand,TN: 369 Top: Verb:grand,TN: 369 Top: Verb:grand
431,TN: 372 Top: Verb:was,TN: 369 Top: Verb:was,TN: 363 Top: Verb:was,TN: 366 Top: Verb:was,TN: 366 Top: Verb:was,TN: 370 Top: Verb:was,TN: 370 Top: Verb:was
432,TN: 373 Top: Verb:was,TN: 370 Top: Verb:was,TN: 364 Top: Verb:was,TN: 367 Top: Verb:was,TN: 367 Top: Verb:was,TN: 371 Top: Verb:was,TN: 371 Top: Verb:was
433,TN: 374 Top: Verb:resented,TN: 371 Top: Verb:resented,TN: 365 Top: Verb:resented,TN: 368 Top: Verb:resented,TN: 368 Top: Verb:resented,TN: 372 Top: Verb:resented,TN: 372 Top: Verb:resented
434,TN: 375 Top: Verb:supporting,TN: 372 Top: Verb:supporting,FP: 16 Top:X Verb:supporting,TN: 369 Top: Verb:supporting,TN: 369 Top: Verb:supporting,TN: 373 Top: Verb:supporting,TN: 373 Top: Verb:supporting
435,TN: 376 Top: Verb:ranted,TN: 373 Top: Verb:ranted,TN: 366 Top: Verb:ranted,TN: 370 Top: Verb:ranted,TN: 370 Top: Verb:ranted,TN: 374 Top: Verb:ranted,TN: 374 Top: Verb:ranted
436,TN: 377 Top: Verb:having,TN: 374 Top: Verb:having,TN: 367 Top: Verb:having,TN: 371 Top: Verb:having,TN: 371 Top: Verb:having,TN: 375 Top: Verb:having,TN: 375 Top: Verb:having
437,FP: 7 Top:X Verb:do,TN: 375 Top: Verb:do,TN: 368 Top: Verb:do,TN: 372 Top: Verb:do,TN: 372 Top: Verb:do,TN: 376 Top: Verb:do,TN: 376 Top: Verb:do
438,TN: 378 Top: Verb:known,TN: 376 Top: Verb:known,TN: 369 Top: Verb:known,TN: 373 Top: Verb:known,TN: 373 Top: Verb:known,TN: 377 Top: Verb:known,TN: 377 Top: Verb:known
439,TN: 379 Top: Verb:ummmm,TN: 377 Top: Verb:ummmm,TN: 370 Top: Verb:ummmm,TN: 374 Top: Verb:ummmm,TN: 374 Top: Verb:ummmm,TN: 378 Top: Verb:ummmm,TN: 378 Top: Verb:ummmm
440,TN: 380 Top: Verb:dump,TN: 378 Top: Verb:dump,TN: 371 Top: Verb:dump,TN: 375 Top: Verb:dump,TN: 375 Top: Verb:dump,TN: 379 Top: Verb:dump,TN: 379 Top: Verb:dump
441,TN: 381 Top: Verb:drove,TN: 379 Top: Verb:drove,TN: 372 Top: Verb:drove,TN: 376 Top: Verb:drove,TN: 376 Top: Verb:drove,TN: 380 Top: Verb:drove,TN: 380 Top: Verb:drove
442,TN: 382 Top: Verb:thought,TN: 380 Top: Verb:thought,TN: 373 Top: Verb:thought,TN: 377 Top: Verb:thought,TN: 377 Top: Verb:thought,TN: 381 Top: Verb:thought,TN: 381 Top: Verb:thought
443,TN: 383 Top: Verb:about,TN: 381 Top: Verb:about,TN: 374 Top: Verb:about,TN: 378 Top: Verb:about,TN: 378 Top: Verb:about,TN: 382 Top: Verb:about,TN: 382 Top: Verb:about
444,TN: 384 Top: Verb:please,TN: 382 Top: Verb:please,TN: 375 Top: Verb:please,TN: 379 Top: Verb:please,TN: 379 Top: Verb:please,TN: 383 Top: Verb:please,TN: 383 Top: Verb:please
445,TN: 385 Top: Verb:have,TN: 383 Top: Verb:have,TN: 376 Top: Verb:have,TN: 380 Top: Verb:have,TN: 380 Top: Verb:have,TN: 384 Top: Verb:have,TN: 384 Top: Verb:have
446,TN: 386 Top: Verb:was,TN: 384 Top: Verb:was,TN: 377 Top: Verb:was,TN: 381 Top: Verb:was,TN: 381 Top: Verb:was,TN: 385 Top: Verb:was,TN: 385 Top: Verb:was
447,TN: 387 Top: Verb:got,TN: 385 Top: Verb:got,TN: 378 Top: Verb:got,TN: 382 Top: Verb:got,TN: 382 Top: Verb:got,TN: 386 Top: Verb:got,TN: 386 Top: Verb:got
448,TN: 388 Top: Verb:complained,TN: 386 Top: Verb:complained,TN: 379 Top: Verb:complained,TN: 383 Top: Verb:complained,TN: 383 Top: Verb:complained,TN: 387 Top: Verb:complained,TN: 387 Top: Verb:complained
449,TN: 389 Top: Verb:demanded,TN: 387 Top: Verb:demanded,TN: 380 Top: Verb:demanded,TN: 384 Top: Verb:demanded,TN: 384 Top: Verb:demanded,TN: 388 Top: Verb:demanded,TN: 388 Top: Verb:demanded
450,TN: 390 Top: Verb:have,TN: 388 Top: Verb:have,TN: 381 Top: Verb:have,TN: 385 Top: Verb:have,TN: 385 Top: Verb:have,TN: 389 Top: Verb:have,TN: 389 Top: Verb:have
451,TN: 391 Top: Verb:ing,TN: 389 Top: Verb:ing,TN: 382 Top: Verb:ing,TN: 386 Top: Verb:ing,TN: 386 Top: Verb:ing,TN: 390 Top: Verb:ing,TN: 390 Top: Verb:ing
452,FP: 8 Top:X Verb:realizing,TN: 390 Top: Verb:realizing,TN: 383 Top: Verb:realizing,TN: 387 Top: Verb:realizing,TN: 387 Top: Verb:realizing,TN: 391 Top: Verb:realizing,TN: 391 Top: Verb:realizing
453,TN: 392 Top: Verb:are,TN: 391 Top: Verb:are,TN: 384 Top: Verb:are,TN: 388 Top: Verb:are,TN: 388 Top: Verb:are,TN: 392 Top: Verb:are,TN: 392 Top: Verb:are
454,TN: 393 Top: Verb:worked,TN: 392 Top: Verb:worked,TN: 385 Top: Verb:worked,TN: 389 Top: Verb:worked,TN: 389 Top: Verb:worked,TN: 393 Top: Verb:worked,TN: 393 Top: Verb:worked
455,TN: 394 Top: Verb:job,TN: 393 Top: Verb:job,TN: 386 Top: Verb:job,TN: 390 Top: Verb:job,TN: 390 Top: Verb:job,TN: 394 Top: Verb:job,TN: 394 Top: Verb:job
456,TN: 395 Top: Verb:restaurant,TN: 394 Top: Verb:restaurant,TN: 387 Top: Verb:restaurant,TN: 391 Top: Verb:restaurant,TN: 391 Top: Verb:restaurant,TN: 395 Top: Verb:restaurant,TN: 395 Top: Verb:restaurant
457,TN: 396 Top: Verb:was,TN: 395 Top: Verb:was,TN: 388 Top: Verb:was,TN: 392 Top: Verb:was,TN: 392 Top: Verb:was,TN: 396 Top: Verb:was,TN: 396 Top: Verb:was
458,TN: 397 Top: Verb:talking,TN: 396 Top: Verb:talking,TN: 389 Top: Verb:talking,TN: 393 Top: Verb:talking,TN: 393 Top: Verb:talking,TN: 397 Top: Verb:talking,TN: 397 Top: Verb:talking
459,TN: 398 Top: Verb:asked,FP: 10 Top:X Verb:asked,FP: 17 Top:X Verb:asked,TN: 394 Top: Verb:asked,TN: 394 Top: Verb:asked,TN: 398 Top: Verb:asked,TN: 398 Top: Verb:asked
460,TN: 399 Top: Verb:was,TN: 397 Top: Verb:was,TN: 390 Top: Verb:was,TN: 395 Top: Verb:was,TN: 395 Top: Verb:was,TN: 399 Top: Verb:was,TN: 399 Top: Verb:was
461,TN: 400 Top: Verb:have,TN: 398 Top: Verb:have,TN: 391 Top: Verb:have,TN: 396 Top: Verb:have,TN: 396 Top: Verb:have,TN: 400 Top: Verb:have,TN: 400 Top: Verb:have
462,TN: 401 Top: Verb:understand,TN: 399 Top: Verb:understand,TN: 392 Top: Verb:understand,TN: 397 Top: Verb:understand,TN: 397 Top: Verb:understand,TN: 401 Top: Verb:understand,TN: 401 Top: Verb:understand
463,TN: 402 Top: Verb:were,TN: 400 Top: Verb:were,TN: 393 Top: Verb:were,TN: 398 Top: Verb:were,TN: 398 Top: Verb:were,TN: 402 Top: Verb:were,TN: 402 Top: Verb:were
464,TN: 403 Top: Verb:explained,TN: 401 Top: Verb:explained,TN: 394 Top: Verb:explained,TN: 399 Top: Verb:explained,TN: 399 Top: Verb:explained,TN: 403 Top: Verb:explained,TN: 403 Top: Verb:explained
465,TN: 404 Top: Verb:ran,TN: 402 Top: Verb:ran,TN: 395 Top: Verb:ran,TN: 400 Top: Verb:ran,TN: 400 Top: Verb:ran,TN: 404 Top: Verb:ran,TN: 404 Top: Verb:ran
466,TN: 405 Top: Verb:ran,TN: 403 Top: Verb:ran,TN: 396 Top: Verb:ran,TN: 401 Top: Verb:ran,TN: 401 Top: Verb:ran,TN: 405 Top: Verb:ran,TN: 405 Top: Verb:ran
467,TN: 406 Top: Verb:serving,TN: 404 Top: Verb:serving,TN: 397 Top: Verb:serving,TN: 402 Top: Verb:serving,TN: 402 Top: Verb:serving,TN: 406 Top: Verb:serving,TN: 406 Top: Verb:serving
468,TN: 407 Top: Verb:understands,TN: 405 Top: Verb:understands,TN: 398 Top: Verb:understands,TN: 403 Top: Verb:understands,TN: 403 Top: Verb:understands,TN: 407 Top: Verb:understands,TN: 407 Top: Verb:understands
469,TN: 408 Top: Verb:was,TN: 406 Top: Verb:was,TN: 399 Top: Verb:was,TN: 404 Top: Verb:was,TN: 404 Top: Verb:was,TN: 408 Top: Verb:was,TN: 408 Top: Verb:was
470,TN: 409 Top: Verb:looked,TN: 407 Top: Verb:looked,FP: 18 Top:X Verb:looked,TN: 405 Top: Verb:looked,TN: 405 Top: Verb:looked,TN: 409 Top: Verb:looked,TN: 409 Top: Verb:looked
471,TN: 410 Top: Verb:have,TN: 408 Top: Verb:have,TN: 400 Top: Verb:have,TN: 406 Top: Verb:have,TN: 406 Top: Verb:have,TN: 410 Top: Verb:have,TN: 410 Top: Verb:have
472,TN: 411 Top: Verb:need,TN: 409 Top: Verb:need,TN: 401 Top: Verb:need,TN: 407 Top: Verb:need,TN: 407 Top: Verb:need,TN: 411 Top: Verb:need,TN: 411 Top: Verb:need
